"id","name","area","status","address","tel"
"2Y01010091","元榮牙體技術所","臺北市松山區","開業","臺北市松山區寶清街10之5號","27629950"
"2Y01200086","年展牙體技術所","臺北市文山區","開業","臺北市文山區羅斯福路六段182號(實際營業地址：2樓)","02-89321392"
"2Y01180070","無模牙體技術所","臺北市中正區","開業","臺北市中正區延平南路70號8樓之3","26272130"
"2Y31030225","天驥牙體技術所","新北市永和區","開業","新北市永和區中山路一段328巷2號4樓","0222318182"
"2Y03290337","千紘牙體技術所","臺中市北屯區","開業","臺中市北屯區東山路一段140巷75號1樓、2樓","04-22362198"
"2Y32010236","惠民牙體技術所","桃園市桃園區","開業","桃園市桃園區上海路42號1樓","03-3692449"
"2Y32010389","良鑫牙體技術所","桃園市桃園區","開業","桃園市桃園區建國路123巷8號1樓","03-3663104"
"2Y03290373","威肯牙體技術所","臺中市北屯區","開業","臺中市北屯區松竹路一段803號1樓","0980-568760"
"2Y31170028","森齒研牙體技術所","新北市林口區","開業","新北市林口區中山路532號3樓之10","0985977539"
"2Y31030225","天驥牙體技術所","新北市永和區","開業","新北市永和區中山路一段328巷2號4樓","0222318182"
"2Y07300085","透舒麗牙體技術所","高雄市左營區","開業","高雄市左營區站前路77號1~2樓","5883819"
"2Y03190118","誠億牙體技術所","臺中市太平區","開業","臺中市太平區中山路四段212巷7弄11號1樓","0930-776299"
"2Y03290382","寬和牙體技術所","臺中市北屯區","開業","臺中市北屯區中清路二段479巷16號1、2樓","0927-887317"
"2Y07010166","巧匠牙體技術所","高雄市鳳山區","開業","高雄市鳳山區北辰街15巷26號","0932723382"
"2Y03260160","宇禾牙體技術所","臺中市北區","開業","臺中市北區進化北路367號3樓之15","0937-734990"
"2Y07320345","當興牙體技術所","高雄市三民區","開業","高雄市三民區大豐一路214號1樓","0938290450"
"2Y45050039","大興牙體技術所","花蓮縣吉安鄉","開業","花蓮縣吉安鄉福興村福興路180號","0952617711"
"2Y31020416","尖兵牙體技術所","新北市三重區","開業","新北市三重區分子尾街79巷5號5樓","(02)2988-6222"
"2Y31040230","巧匠牙體技術所","新北市中和區","開業","新北市中和區中安街40巷10號11樓","0229222470"
"2Y31010429","辰新牙體技術所","新北市板橋區","開業","新北市板橋區廣和街116號5樓","(02) 2956-1838"
"2Y07290048","三二牙體技術所","高雄市鼓山區","開業","高雄市鼓山區明誠三路675號9樓","07-5869641"
"2Y03260142","曄瑞牙體技術所","臺中市北區","開業","臺中市北區山西路二段112號2樓","0920-706756"
"2Y03270273","立威牙體技術所","臺中市西屯區","開業","臺中市西屯區重慶路99號5樓之3","04-23128928 / 0910-568195"
"2Y40120018","大華牙體技術所","嘉義縣水上鄉","開業","嘉義縣水上鄉龍德村十一指厝75之9號","05-2680383"
"2Y40060044","竑騰牙體技術所","嘉義縣新港鄉","開業","嘉義縣新港鄉福德村9鄰嘉北路272號","05-3748177"
"2Y07010068","加裕牙體技術所","高雄市鳳山區","開業","高雄市鳳山區文聖街142之4號","07-7416691"
"2Y07350067","永欣牙體技術所","高雄市苓雅區","開業","高雄市苓雅區武廟路266號2樓","07-2235170"
"2Y03100089","巧沅牙體技術所","臺中市大雅區","開業","臺中市大雅區建興路38巷17號1樓","0425608957"
"2Y11010021","衛創牙體技術所","基隆市中正區","開業","基隆市中正區中正路102號8樓之1","02-24262162"
"2Y31010330","良威牙體技術所","新北市板橋區","開業","新北市板橋區幸福路37號1樓","(02) 2257-2899"
"2Y45010053","全鴻牙體技術所","花蓮縣花蓮市","開業","花蓮縣花蓮市建國路95巷7號","03-8310828"
"2Y31040061","技佳牙體技術所","新北市中和區","開業","新北市中和區橋和路９０號５樓","0222448999"
"2Y05370025","明新牙體技術所","臺南市安南區","開業","臺南市安南區鳳凰里怡安路二段535巷5弄11號1樓","06-2474280"
"2Y31010287","銘宏牙體技術所","新北市板橋區","開業","新北市板橋區和平路6巷2弄5號4樓","02-2955-9603"
"2Y05370169","川鼎牙體技術所","臺南市安南區","開業","臺南市安南區塭南里長和路二段12巷340號1樓","0936931013"
"2Y31020194","神安牙體技術所","新北市三重區","開業","新北市三重區成功路104巷28號1樓","89852119"
"2Y01010019","吉祥牙體技術所","臺北市松山區","開業","臺北市松山區民權東路三段191巷70號4樓","25456727"
"2Y01090017","村松牙體技術所","臺北市大同區","開業","臺北市大同區重慶北路二段207號2樓之1","25571792"
"2Y31030065","大展牙體技術所","新北市永和區","開業","新北市永和區安樂路332巷6號1樓","02-29263232"
"2Y07010157","永鑫牙體技術所","高雄市鳳山區","開業","高雄市鳳山區大明路114巷12號1樓","7659177"
"2Y22020140","昇揚牙體技術所","嘉義市西區","開業","嘉義市西區世賢路四段430號","05-2842221"
"2Y37050025","建成牙體技術所","彰化縣員林市","開業","彰化縣員林市大明里大饒路845巷6弄1號1樓","04-8333055"
"2Y37120022","凱隆牙體技術所","彰化縣秀水鄉","開業","彰化縣秀水鄉福安村中山路531號1樓","0911-793857"
"2Y35060014","長泰牙體技術所","苗栗縣後龍鎮","開業","苗栗縣後龍鎮溪洲里3鄰31之2號1樓",""
"2Y31010474","仁皓仁耀牙體技術所","新北市板橋區","開業","新北市板橋區金門街49之1號2樓","(02) 2960-1185、0982-910915"
"2Y07320130","創世元牙體技術所","高雄市三民區","開業","高雄市三民區民信路60號1樓","07-3965557"
"2Y07080033","魁藝牙體技術所","高雄市仁武區","開業","高雄市仁武區後港巷55號1樓","07-3748855"
"2Y33020021","聖橋牙體技術所","新竹縣新埔鎮","開業","新竹縣新埔鎮泰陽二街5號2樓","03-5888075"
"2Y07320121","山水牙體技術所","高雄市三民區","開業","高雄市三民區鼎華路163號5樓之5","07-3952003"
"2Y31140244","龍藝牙體技術所","新北市蘆洲區","開業","新北市蘆洲區集賢路222-6號6樓","0982692143"
"2Y05050046","順益牙體技術所","臺南市佳里區","開業","臺南市佳里區建南里成功路213巷12號1樓","06-7222669"
"2Y34090027","鴻文牙體技術所","宜蘭縣五結鄉","開業","宜蘭縣五結鄉五結村國民南路6之2號","03-9503844"
"2Y01090062","上和牙體技術所","臺北市大同區","開業","臺北市大同區昌吉街61巷11號","25997784"
"2Y01160096","盛霖牙體技術所","臺北市北投區","開業","臺北市北投區中央南路2段107號5樓","02-28988155"
"2Y37170022","昱佑牙體技術所","彰化縣埔心鄉","開業","彰化縣埔心鄉瓦中村員林大道七段71號1樓","0983-311-665"
"2Y03280117","明興牙體技術所","臺中市南屯區","開業","臺中市南屯區南和1街23巷19號1樓","0921-735206"
"2Y05310092","光皓牙體技術所","臺南市永康區","開業","臺南市永康區崑山街96巷27號","06-2725756"
"2Y05370098","和藝牙體技術所","臺南市安南區","開業","臺南市安南區安中路四段320巷95弄72號2樓","06-2450707"
"2Y05370089","捷新牙體技術所","臺南市安南區","開業","臺南市安南區海中街774巷50號1樓","0932895811"
"2Y05350041","龍興牙體技術所","臺南市北區","開業","臺南市北區長榮里長勝北街43號1樓","06-2789024"
"2Y31020194","神安牙體技術所","新北市三重區","開業","新北市三重區成功路104巷28號1樓","89852119"
"2Y01150027","博學牙體技術所","臺北市士林區","開業","臺北市士林區福港街41號3樓","28883680"
"2Y31020176","瀚誠牙體技術所","新北市三重區","開業","新北市三重區洛陽街45巷1號1樓","29856025"
"2Y32010138","群益牙體技術所","桃園市桃園區","開業","桃園市桃園區富國路216巷85弄32號1樓","03-3025011"
"2Y05310145","國峰牙體技術所","臺南市永康區","開業","臺南市永康區復華里復華二街21號1、2樓","06-3117128"
"2Y37050025","建成牙體技術所","彰化縣員林市","開業","彰化縣員林市大明里大饒路845巷6弄1號1樓","04-8333055"
"2Y03040015","鈎肩搭臂牙體技術所","臺中市清水區","開業","臺中市清水區臨港路五段92號4樓","04-26562729"
"2Y31140084","豫品牙體技術所","新北市蘆洲區","開業","新北市蘆洲區永安南路2段30巷6號1樓","02-22815761"
"2Y05350096","東邑牙體技術所","臺南市北區","開業","臺南市北區文元里海安路三段781巷200號2樓","06-2598909"
"2Y01160014","新生牙體技術所","臺北市北投區","開業","臺北市北投區尊賢街218巷23弄10號5樓","0932256809"
"2Y34090027","鴻文牙體技術所","宜蘭縣五結鄉","開業","宜蘭縣五結鄉五結村國民南路6之2號","03-9503844"
"2Y03090042","美輪牙體技術所","臺中市潭子區","開業","臺中市潭子區大豐路二段106號1樓","04-25312089"
"2Y03290097","玉清牙體技術所","臺中市北屯區","開業","臺中市北屯區遼陽五街62號1樓","04-22460443"
"2Y07010095","健齊牙體技術所","高雄市鳳山區","開業","高雄市鳳山區過智街23號1F","07-7962675"
"2Y05320098","晶緻牙體技術所","臺南市東區","開業","臺南市東區和平里自由路二段53號2樓","06-2608779"
"2Y12040078","精品牙體技術所","新竹市北區","開業","新竹市北區民富里西大路688巷1號","03-5318877"
"2Y31060143","捷登牙體技術所","新北市新莊區","開業","新北市新莊區中正路887-24號1樓","29041482"
"2Y03200093","零壹牙體技術所","臺中市大里區","開業","臺中市大里區立中五街25號1樓","0931-570477"
"2Y12050010","美學苑牙體技術所","新竹市香山區","開業","新竹市香山區牛埔里中華路四段270巷25弄23號4樓","03-5398919"
"2Y35040021","偉成牙體技術所","苗栗縣竹南鎮","開業","苗栗縣竹南鎮光復路512號2樓","037-631176"
"2Y45050020","吸引力牙體技術所","花蓮縣吉安鄉","開業","花蓮縣吉安鄉宜昌村南山五街101號","038538378"
"2Y12010070","喬恩牙體技術所","新竹市東區","開業","新竹市東區仙水里光復路一段531巷72之2號1樓","03-5955080"
"2Y32100093","巨昌牙體技術所","桃園市平鎮區","開業","桃園市平鎮區德育路2段366號1樓","03-4581688"
"2Y32080112","大明牙體技術所","桃園市八德區","開業","桃園市八德區仁和街211巷9弄5號1樓","03-2188391"
"2Y40040015","興融牙體技術所","嘉義縣民雄鄉","開業","嘉義縣民雄鄉山中村1鄰牛斗山16號","05-2209195"
"2Y03200119","家駿牙體技術所","臺中市大里區","開業","臺中市大里區西榮路36巷6號1樓","04-24872721"
"2Y12040078","精品牙體技術所","新竹市北區","開業","新竹市北區民富里西大路688巷1號","03-5318877"
"2Y03200093","零壹牙體技術所","臺中市大里區","開業","臺中市大里區立中五街25號1樓","0931-570477"
"2Y31160022","永勝牙體技術所","新北市泰山區","開業","新北市泰山區泰林路2段116巷4弄2號1樓","02-22093928"
"2Y31020041","龍記牙體技術所","新北市三重區","開業","新北市三重區貴陽街59之3號(4樓)","2981-0358"
"2Y37160044","富冠牙體技術所","彰化縣埔鹽鄉","開業","彰化縣埔鹽鄉永平村員鹿路三段248-15號1樓","04-8651376"
"2Y07320078","典增牙體技術所","高雄市三民區","開業","高雄市三民區大德街148號1-3樓","07-3966388"
"2Y03290300","福德牙體技術所","臺中市北屯區","開業","臺中市北屯區天津路三段67號4樓","04-22323777"
"2Y01150027","博學牙體技術所","臺北市士林區","開業","臺北市士林區福港街41號3樓","28883680"
"2Y32010085","文旺牙體技術所","桃園市桃園區","開業","桃園市桃園區同安街98號1樓","03-3258030"
"2Y38030036","杏昌牙體技術所","南投縣草屯鎮","開業","南投縣草屯鎮碧峰里碧峰路135巷92弄11號1樓","049-2301467"
"2Y31050110","德霖牙體技術所","新北市新店區","開業","新北市新店區民權路125號7樓","02-86615369"
"2Y03280082","銘宏牙體技術所","臺中市南屯區","開業","臺中市南屯區大墩二街8-1號1樓","04-24731666"
"2Y07010120","佑晟牙體技術所","高雄市鳳山區","開業","高雄市鳳山區埤頂街190巷10號4樓","07-7032835"
"2Y03260106","穎川堂牙體技術所","臺中市北區","開業","臺中市北區大德街151巷17號1樓","04-22034838"
"2Y35060014","長泰牙體技術所","苗栗縣後龍鎮","開業","苗栗縣後龍鎮溪洲里3鄰31之2號1樓",""
"2Y31040249","優藝牙體技術所","新北市中和區","開業","新北市中和區保健路10巷3弄1號2樓","0229439990"
"2Y11050025","宏承牙體技術所","基隆市中山區","開業","基隆市中山區中和路85巷5弄11號(4F)","(02)24370215"
"2Y31010367","加曜牙體技術所","新北市板橋區","開業","新北市板橋區漢生東路313巷5號(1樓)","02-2951-5646"
"2Y03280091","偉達牙體技術所","臺中市南屯區","開業","臺中市南屯區精誠路750號1樓","04-24732720"
"2Y03290300","福德牙體技術所","臺中市北屯區","開業","臺中市北屯區天津路三段67號4樓","04-22323777"
"2Y45010053","全鴻牙體技術所","花蓮縣花蓮市","開業","花蓮縣花蓮市建國路95巷7號","03-8310828"
"2Y03020040","得基牙體技術所","臺中市東勢區","開業","臺中市東勢區新豐街132號1樓","04-25772355"
"2Y32100155","海鐸牙體技術所","桃園市平鎮區","開業","桃園市平鎮區榮興街59號1樓","03-2813900"
"2Y32020161","宗亦牙體技術所","桃園市中壢區","開業","桃園市中壢區仁德五街18號2樓","4382767"
"2Y31020390","技匠牙體技術所","新北市三重區","開業","新北市三重區雙園街118號1樓","(02)2984-8180"
"2Y31060250","柏創數位牙體技術所","新北市新莊區","開業","新北市新莊區思源路50號1樓","22776271"
"2Y03040024","濟心牙體技術所","臺中市清水區","開業","臺中市清水區南社路179號1樓","04-26220279"
"2Y37120022","凱隆牙體技術所","彰化縣秀水鄉","開業","彰化縣秀水鄉福安村中山路531號1樓","0911-793857"
"2Y03100089","巧沅牙體技術所","臺中市大雅區","開業","臺中市大雅區建興路38巷17號1樓","0425608957"
"2Y31060241","御信牙體技術所","新北市新莊區","開業","新北市新莊區瓊林路瓊英巷6弄12號1樓","22060900"
"2Y07080033","魁藝牙體技術所","高雄市仁武區","開業","高雄市仁武區後港巷55號1樓","07-3748855"
"2Y31010447","崧皓牙體技術所","新北市板橋區","開業","新北市板橋區重慶路305號7樓","(02) 29576731"
"2Y37170022","昱佑牙體技術所","彰化縣埔心鄉","開業","彰化縣埔心鄉瓦中村員林大道七段71號1樓","0983-311-665"
"2Y07010157","永鑫牙體技術所","高雄市鳳山區","開業","高雄市鳳山區大明路114巷12號1樓","7659177"
"2Y31010474","仁皓仁耀牙體技術所","新北市板橋區","開業","新北市板橋區金門街49之1號2樓","(02) 2960-1185、0982-910915"
"2Y31010509","真美牙體技術所","新北市板橋區","開業","新北市板橋區三民路二段245巷2弄18之1號1樓","0930576808"
"2Y31140244","龍藝牙體技術所","新北市蘆洲區","開業","新北市蘆洲區集賢路222-6號6樓","0982692143"
"2Y03280117","明興牙體技術所","臺中市南屯區","開業","臺中市南屯區南和1街23巷19號1樓","0921-735206"
"2Y31140271","藝鼎牙體技術所","新北市蘆洲區","開業","新北市蘆洲區信義路226號1樓","(02)82860308"
"2Y01090151","優仕牙體技術所","臺北市大同區","開業","臺北市大同區重慶北路二段67號7樓之7","25927933"
"2Y05370169","川鼎牙體技術所","臺南市安南區","開業","臺南市安南區塭南里長和路二段12巷340號1樓","0936931013"
"2Y22020140","昇揚牙體技術所","嘉義市西區","開業","嘉義市西區世賢路四段430號","05-2842221"
"2Y31050192","宏康牙體技術所","新北市新店區","開業","新北市新店區中正路137號5樓","02 29179819"
"2Y03200217","啟和牙體技術所","臺中市大里區","開業","臺中市大里區大元路102號1樓","04-24834657"
"2Y37160044","富冠牙體技術所","彰化縣埔鹽鄉","開業","彰化縣埔鹽鄉永平村員鹿路三段248-15號1樓","04-8651376"
"2Y05370187","健生牙體技術所","臺南市安南區","開業","臺南市安南區溪心里溪心街65巷2弄18號1、2樓","0927632119"
"2Y33020021","聖橋牙體技術所","新竹縣新埔鎮","開業","新竹縣新埔鎮泰陽二街5號2樓","03-5888075"
"2Y07360125","亞晉數位牙體技術所","高雄市前鎮區","開業","高雄市前鎮區民權二路380號9樓之1","5351223"
"2Y32100226","齒度牙體技術所","桃園市平鎮區","開業","桃園市平鎮區金陵路4段26巷73號1樓","(03)4606749"
"2Y07070019","佳新牙體技術所","高雄市大樹區","開業","高雄市大樹區實踐街54-1號","07-6510325"
"2Y03190145","捷固牙體技術所","臺中市太平區","開業","臺中市太平區大源十八街21號1樓","0985894121"
"2Y32020214","悅目牙體技術所","桃園市中壢區","開業","桃園市中壢區元化路125巷28號2樓","0905282552"
"2Y01160096","盛霖牙體技術所","臺北市北投區","開業","臺北市北投區中央南路2段107號5樓","02-28988155"
"2Y32020223","栩栩牙體技術所","桃園市中壢區","開業","桃園市中壢區中北路2段32號2樓","0936652207"
"2Y31010018","民以食牙體技術所","新北市板橋區","開業","新北市板橋區公館街270號1樓","02-2968-1700"
"2Y31020014","紅石牙體技術所","新北市三重區","開業","新北市三重區重陽路二段30號2樓","(02)29714551"
"2Y31010036","美加牙體技術所","新北市板橋區","開業","新北市板橋區三民路2段181巷17號(1F)","02-2956-6092"
"2Y37010012","維智牙體技術所","彰化縣彰化市","開業","彰化縣彰化市福山街212巷8弄10號","04-7385312"
"2Y03200048","立吉牙體技術所","臺中市大里區","開業","臺中市大里區爽文路1105號1樓","04-24078002"
"2Y01100036","鑫瓷齒研牙體技術所","臺北市中山區","開業","臺北市中山區林森北路627號3樓","25852516"
"2Y03290024","巧固牙體技術所","臺中市北屯區","開業","臺中市北屯區瀋陽路二段14號1樓","0931484876"
"2Y37010021","上騰牙體技術所","彰化縣彰化市","開業","彰化縣彰化市向陽里崙美路153號","04-7519393"
"2Y31160013","璟儀牙體技術所","新北市泰山區","開業","新北市泰山區泰林路2段579巷3號1樓","02-85313703"
"2Y05310047","藝美牙體技術所","臺南市永康區","開業","臺南市永康區永康里中山北路79巷36號1樓","06-2329464"
"2Y07010059","義興牙體技術所","高雄市鳳山區","開業","高雄市鳳山區文明街9號1樓","7482697"
"2Y01100054","連宏牙體技術所","臺北市中山區","開業","臺北市中山區龍江路292巷12號","2508-1480"
"2Y31030056","久源牙體技術所","新北市永和區","開業","新北市永和區中山路1段339號2樓","02-86608367"
"2Y31140057","泰安牙體技術所","新北市蘆洲區","開業","新北市蘆洲區長安街68巷8弄3號1樓","02-28471337"
"2Y01190012","永旭牙體技術所","臺北市萬華區","開業","臺北市萬華區萬大路322巷61號(1樓)","23390880"
"2Y07300058","三雅牙體技術所","高雄市左營區","開業","高雄市左營區富民路145號4樓","0985295576/0937499969"
"2Y37030014","冠霖牙體技術所","彰化縣和美鎮","開業","彰化縣和美鎮鐵山里彰美路三段324巷11號","04-7578586"
"2Y05320052","鴻展牙體技術所","臺南市東區","開業","臺南市東區大智里崇善16街126巷6號2樓","06-2605164"
"2Y32100039","裕鑫牙體技術所","桃園市平鎮區","開業","桃園市平鎮區復興街25號1樓","03-4912068"
"2Y07350076","文章牙體技術所","高雄市苓雅區","開業","高雄市苓雅區復興二路7號7樓之2","07-3311991"
"2Y32040038","皇嘉牙體技術所","桃園市楊梅區","開業","桃園市楊梅區文化街541巷2弄8號3、4樓","03-4815095"
"2Y31040123","北翔牙體技術所","新北市中和區","開業","新北市中和區連勝街109號1樓","0222400601"
"2Y31010107","玉采牙體技術所","新北市板橋區","開業","新北市板橋區莒光路165巷2之3號4樓","02-8251-0255"
"2Y05310083","銘匠牙體技術所","臺南市永康區","開業","臺南市永康區網寮里永和街260巷26弄23號1樓","06-2038636"
"2Y03090024","大豐牙體技術所","臺中市潭子區","開業","臺中市潭子區得福街40號1樓","04-25318413"
"2Y07360063","海君牙體技術所","高雄市前鎮區","開業","高雄市前鎮區英明路87號","07-7228288"
"2Y31020149","佳良牙體技術所","新北市三重區","開業","新北市三重區福和街19號1樓","02-2970-2345"
"2Y03090051","長昇牙體技術所","臺中市潭子區","開業","臺中市潭子區潭興路二段419巷11號1樓","04-25393707"
"2Y07320194","中華牙體技術所","高雄市三民區","開業","高雄市三民區民族一路19巷15號1樓","07-3138513"
"2Y31010198","凱宜牙體技術所","新北市板橋區","開業","新北市板橋區新生街74號1樓","02-29664922"
"2Y01200031","欣雅牙體技術所","臺北市文山區","開業","臺北市文山區興隆路4段165巷45號","29391187"
"2Y32010192","大成牙體技術所","桃園市桃園區","開業","桃園市桃園區大連二街20號1樓","03-3267071/09-3267071"
"2Y31100017","榮興牙體技術所","新北市淡水區","開業","新北市淡水區北新路72號2樓","02-86311220"
"2Y01010064","尚合牙體技術所","臺北市松山區","開業","臺北市松山區敦化北路155巷1號3樓","02-87129818"
"2Y07310054","永新牙體技術所","高雄市楠梓區","開業","高雄市楠梓區慶昌街60巷10號","07-3639006"
"2Y03150025","微笑工坊牙體技術所","臺中市烏日區","開業","臺中市烏日區學田路312巷105弄19號1樓","04-23366710"
"2Y01170083","旭青牙體技術所","臺北市信義區","開業","臺北市信義區中坡北路37巷1號5樓","02-27612089"
"2Y03270068","豐達牙體技術所","臺中市西屯區","開業","臺中市西屯區漢口路二段140號4樓","04-23156255"
"2Y03280055","巧新牙體技術所","臺中市南屯區","開業","臺中市南屯區豐功路17號3樓","04-23862689"
"2Y31080047","鉅承牙體技術所","新北市鶯歌區","開業","新北市鶯歌區福安街32巷22號2樓","02-26786820"
"2Y07300067","幸福牙體技術所","高雄市左營區","開業","高雄市左營區安吉街430號4樓之1","07 5564818"
"2Y31060116","冠宇牙體技術所","新北市新莊區","開業","新北市新莊區中華路一段63巷28號5樓","29942557"
"2Y31090016","建陽牙體技術所","新北市三峽區","開業","新北市三峽區復興路112號1樓","02-26738733"
"2Y32010174","漢疆牙體技術所","桃園市桃園區","開業","桃園市桃園區永安路385巷6號6樓之1","03-3690898"
"2Y12010061","慶昇牙體技術所","新竹市東區","開業","新竹市東區新光里明湖路213巷23弄8-1號2樓","03-5620083"
"2Y05380058","永盛牙體技術所","臺南市安平區","開業","臺南市安平區育平里平豐路44巷14號1樓","06-2994987"
"2Y01180061","藝佳牙體技術所","臺北市中正區","開業","臺北市中正區寧波西街119號4樓","23652636"
"2Y31020256","日欣牙體技術所","新北市三重區","開業","新北市三重區集美街75巷2號4樓","02-2977-0028"
"2Y31010198","凱宜牙體技術所","新北市板橋區","開業","新北市板橋區新生街74號1樓","02-29664922"
"2Y31100035","成泰數位牙體技術所","新北市淡水區","開業","新北市淡水區北新路184巷9號1樓","26216204"
"2Y31010107","玉采牙體技術所","新北市板橋區","開業","新北市板橋區莒光路165巷2之3號4樓","02-8251-0255"
"2Y01190012","永旭牙體技術所","臺北市萬華區","開業","臺北市萬華區萬大路322巷61號(1樓)","23390880"
"2Y03280126","安生牙體技術所","臺中市南屯區","開業","臺中市南屯區大英街310號2樓","04-23280909"
"2Y32020134","金川牙體技術所","桃園市中壢區","開業","桃園市中壢區榮民路97巷7號1樓","03-4639342"
"2Y01010064","尚合牙體技術所","臺北市松山區","開業","臺北市松山區敦化北路155巷1號3樓","02-87129818"
"2Y32010414","雲樂牙體技術所","桃園市桃園區","開業","桃園市桃園區鎮二街118之4號5樓","（03）3311223"
"2Y31060116","冠宇牙體技術所","新北市新莊區","開業","新北市新莊區中華路一段63巷28號5樓","29942557"
"2Y07320318","賀丞牙體技術所","高雄市三民區","開業","高雄市三民區寶鼎街39號3樓","07-3102386"
"2Y03190127","威盛牙體技術所","臺中市太平區","開業","臺中市太平區成功東路98巷11號1樓","04-22702250"
"2Y03200191","品御牙體技術所","臺中市大里區","開業","臺中市大里區大里二街159號1樓","04-24860438"
"2Y32020170","信美牙體技術所","桃園市中壢區","開業","桃園市中壢區後寮一路101號4樓","03-3752575"
"2Y07010059","義興牙體技術所","高雄市鳳山區","開業","高雄市鳳山區文明街9號1樓","7482697"
"2Y05320105","吉安牙體技術所","臺南市東區","開業","臺南市東區南聖里裕農路866之6號1樓","06-3312175"
"2Y03280055","巧新牙體技術所","臺中市南屯區","開業","臺中市南屯區豐功路17號3樓","04-23862689"
"2Y32040092","台豐牙體技術所","桃園市楊梅區","開業","桃園市楊梅區裕成路158巷13號1樓","03-4816709"
"2Y31140173","仕林牙體技術所","新北市蘆洲區","開業","新北市蘆洲區永樂街38巷19弄53之3號1樓","22852713"
"2Y03050020","尚揚牙體技術所","臺中市沙鹿區","開業","臺中市沙鹿區錦上街143號1樓","04-26634598"
"2Y31010358","歐格牙體技術所","新北市板橋區","開業","新北市板橋區南雅南路二段11-21號5樓","(02) 8953-7475"
"2Y31020354","晶創牙體技術所","新北市三重區","開業","新北市三重區仁義街241巷2號","(02)8982-5994"
"2Y31020345","原聖牙體技術所","新北市三重區","開業","新北市三重區忠孝路三段15巷16弄10號5樓","(02)2585-8756"
"2Y32100146","建誠牙體技術所","桃園市平鎮區","開業","桃園市平鎮區龍泉街137巷101號1樓","03-4577855"
"2Y32020170","信美牙體技術所","桃園市中壢區","開業","桃園市中壢區後寮一路101號4樓","03-3752575"
"2Y03200191","品御牙體技術所","臺中市大里區","開業","臺中市大里區大里二街159號1樓","04-24860438"
"2Y01100232","成恩牙體技術所","臺北市中山區","開業","臺北市中山區中山北路二段153號5樓","02-25112486、0928-672262"
"2Y01100241","龍興牙體技術所","臺北市中山區","開業","臺北市中山區民權東路三段71號3樓","0910162058"
"2Y01090124","達爾文牙體技術所","臺北市大同區","開業","臺北市大同區重慶北路一段1之1號(實際營業地址:5樓)","02-25560662"
"2Y31010401","禾華牙體技術所","新北市板橋區","開業","新北市板橋區華興街32號2樓","2959-2272"
"2Y01110167","醫點牙體技術所","臺北市內湖區","開業","臺北市內湖區瑞光路478巷18弄32號","26583322"
"2Y01180061","藝佳牙體技術所","臺北市中正區","開業","臺北市中正區寧波西街119號4樓","23652636"
"2Y43010082","和成牙體技術所","屏東縣屏東市","開業","屏東縣屏東市忠孝路261之1 號1樓","0915583607"
"2Y32100164","佳欣牙體技術所","桃園市平鎮區","開業","桃園市平鎮區金陵路二段81巷2-1號1樓","00955216779"
"2Y03270219","翰揚牙體技術所","臺中市西屯區","開業","臺中市西屯區文中路2號4樓之2","04-23130607"
"2Y31140235","昀家牙體技術所","新北市蘆洲區","開業","新北市蘆洲區永平街32巷21弄20號5樓","0933655919"
"2Y07320283","星豪牙體技術所","高雄市三民區","開業","高雄市三民區臥龍路49號3樓之4","07-3850167"
"2Y37030023","怡康牙體技術所","彰化縣和美鎮","開業","彰化縣和美鎮嘉鐵路184巷2號1樓","0937-693033"
"2Y03010071","鈦馨牙體技術所","臺中市豐原區","開業","臺中市豐原區中興路302號1樓","0980-425786"
"2Y12010061","慶昇牙體技術所","新竹市東區","開業","新竹市東區新光里明湖路213巷23弄8-1號2樓","03-5620083"
"2Y45010044","藝澄牙體技術所","花蓮縣花蓮市","開業","花蓮縣花蓮市國裕里富裕14街48號","03-8560241"
"2Y03290024","巧固牙體技術所","臺中市北屯區","開業","臺中市北屯區瀋陽路二段14號1樓","0931484876"
"2Y31040365","眾工數位牙體技術所","新北市中和區","開業","新北市中和區橋和路90號5樓之1","0222441233"
"2Y31030056","久源牙體技術所","新北市永和區","開業","新北市永和區中山路1段339號2樓","02-86608367"
"2Y03150025","微笑工坊牙體技術所","臺中市烏日區","開業","臺中市烏日區學田路312巷105弄19號1樓","04-23366710"
"2Y31030163","漢鼎牙體技術所","新北市永和區","開業","新北市永和區永和路1段142號6樓","02-22313610"
"2Y01100232","成恩牙體技術所","臺北市中山區","開業","臺北市中山區中山北路二段153號5樓","02-25112486、0928-672262"
"2Y31020014","紅石牙體技術所","新北市三重區","開業","新北市三重區重陽路二段30號2樓","(02)29714551"
"2Y03090024","大豐牙體技術所","臺中市潭子區","開業","臺中市潭子區得福街40號1樓","04-25318413"
"2Y07350147","優圖牙體技術所","高雄市苓雅區","開業","高雄市苓雅區凱旋二路33號1樓","0958177603"
"2Y40160012","模模庫瑪牙體技術所","嘉義縣番路鄉","開業","嘉義縣番路鄉下坑村菜公店65號","0966533378"
"2Y01150116","穩植牙體技術所","臺北市士林區","開業","臺北市士林區承德路4段83號4樓之1","02-28850099"
"2Y03190127","威盛牙體技術所","臺中市太平區","開業","臺中市太平區成功東路98巷11號1樓","04-22702250"
"2Y03250093","仿生藝術牙體技術所","臺中市南區","開業","臺中市南區工學路169號3樓","04-22656520"
"2Y31040365","眾工數位牙體技術所","新北市中和區","開業","新北市中和區橋和路90號5樓之1","0222441233"
